player,game_id,is_home,margin,period,shot_made,shot_type,x,y
Lebron James,31,1,-1,2,1,Special Jump Shot,-62,69
Lebron James,31,1,-3,3,1,Layup,17,57
Lebron James,31,1,4,3,1,Layup,13,56
Lebron James,31,1,-2,4,1,Jump Shot,13,229
Lebron James,31,1,-4,4,1,Jump Shot,-146,162
Lebron James,31,1,-4,4,0,Special Jump Shot,-163,64
Lebron James,31,1,-6,4,1,Special Jump Shot,102,106
Lebron James,31,1,-1,4,0,Jump Shot,-101,223
Lebron James,31,1,-3,4,0,Layup,10,56
Lebron James,31,1,-1,4,0,Special Jump Shot,95,190
Lebron James,31,1,-3,1,1,Jump Shot,-163,250
Lebron James,31,1,-5,1,1,Layup,-4,53
Lebron James,31,1,-4,1,0,Jump Shot,234,102
Lebron James,31,1,-4,1,1,Layup,-13,50
Lebron James,31,1,-4,1,1,Layup,4,59
Lebron James,31,1,0,1,0,Jump Shot,-98,218
Lebron James,31,1,-1,1,0,Special Jump Shot,-175,78
Lebron James,31,1,2,2,1,Alleyoop,-2,53
Lebron James,31,1,4,2,1,Hook,-30,75
Lebron James,31,1,4,2,0,Layup,2,54
Lebron James,31,1,4,2,0,Tip,-4,50
Lebron James,31,1,4,3,1,Alleyoop,1,51
Lebron James,31,1,3,3,1,Jump Shot,198,217
Lebron James,31,1,0,3,1,Jump Shot,-207,103
Lebron James,31,1,-2,3,1,Layup,-5,54
Lebron James,31,1,-2,3,0,Jump Shot,-201,51
Lebron James,31,1,-7,3,1,Jump Shot,171,236
Lebron James,31,1,-7,3,0,Jump Shot,48,326
Lebron James,31,1,-7,3,1,Layup,2,57
Lebron James,31,1,-18,4,0,Jump Shot,-169,226
Lebron James,31,1,-20,4,1,Layup,18,59
Lebron James,33,0,0,1,1,Jump Shot,97,231
Lebron James,33,0,3,1,1,Special Jump Shot,-168,202
Lebron James,33,0,5,1,0,Jump Shot,-174,218
Lebron James,33,0,3,1,0,Jump Shot,-180,78
Lebron James,33,0,3,1,1,Jump Shot,-224,23
Lebron James,33,0,6,1,1,Alleyoop,0,59
Lebron James,33,0,1,2,1,Layup,21,51
Lebron James,33,0,5,3,1,Layup,-8,59
Lebron James,33,0,6,3,1,Dunk,0,61
Lebron James,33,0,6,3,0,Jump Shot,217,169
Lebron James,33,0,3,3,1,Dunk,-4,53
Lebron James,33,0,-2,3,0,Jump Shot,-217,177
Lebron James,33,0,-4,3,1,Layup,0,57
Lebron James,33,0,-8,4,0,Layup,-16,50
Lebron James,33,0,-7,4,1,Layup,-7,51
Lebron James,33,0,-7,4,1,Jump Shot,-138,67
Lebron James,33,0,-10,4,1,Special Jump Shot,-43,53
Lebron James,33,0,0,1,1,Special Jump Shot,64,84
Lebron James,33,0,-3,1,1,Layup,-21,61
Lebron James,33,0,-1,1,1,Layup,0,65
Lebron James,33,0,1,1,1,Jump Shot,-7,304
Lebron James,33,0,2,1,1,Jump Shot,-49,311
Lebron James,33,0,-1,1,0,Jump Shot,-116,278
Lebron James,33,0,-1,2,0,Layup,18,56
Lebron James,33,0,-2,2,0,Jump Shot,-133,181
Lebron James,33,0,-8,2,0,Tip,-23,51
Lebron James,33,0,-6,3,1,Jump Shot,-5,198
Lebron James,33,0,-9,3,0,Special Jump Shot,144,147
Lebron James,33,0,-10,3,1,Layup,0,69
Lebron James,33,0,-10,4,1,Layup,-14,69
Lebron James,33,0,-5,4,1,Layup,20,57
Lebron James,33,0,-2,4,0,Jump Shot,-15,304
Lebron James,33,0,-2,4,0,Jump Shot,-131,253
Lebron James,33,0,-3,4,1,Tip,0,51
Lebron James,33,0,-1,4,1,Layup,-23,54
Lebron James,33,0,-1,4,0,Special Jump Shot,77,102
Lebron James,33,0,1,4,1,Special Jump Shot,-76,132
Lebron James,35,0,0,1,0,Layup,7,54
Lebron James,35,0,-3,1,1,Jump Shot,45,76
Lebron James,35,0,-4,1,1,Jump Shot,-122,214
Lebron James,35,0,-6,1,0,Jump Shot,-231,87
Lebron James,35,0,-32,2,0,Jump Shot,-155,108
Lebron James,35,0,-32,2,0,Jump Shot,182,237
Lebron James,35,0,-28,2,1,Alleyoop,2,51
Lebron James,35,0,-24,2,1,Special Jump Shot,45,86
Lebron James,35,0,-23,2,1,Special Jump Shot,-109,203
Lebron James,35,0,-25,3,0,Jump Shot,-229,67
Lebron James,35,0,-24,3,0,Jump Shot,73,304
Lebron James,35,0,-23,3,1,Dunk,2,61
Lebron James,35,0,-21,3,1,Dunk,-10,56
Lebron James,35,0,-11,4,1,Tip,9,61
Lebron James,35,0,-11,4,0,Jump Shot,94,248
Lebron James,35,0,-12,4,0,Jump Shot,-134,209
Lebron James,35,0,-11,4,0,Layup,-10,59
Lebron James,35,0,-13,4,0,Jump Shot,-68,54
Lebron James,36,0,2,1,0,Layup,15,50
Lebron James,36,0,3,1,0,Jump Shot,132,48
Lebron James,36,0,7,1,1,Dunk,4,50
Lebron James,36,0,9,1,1,Layup,9,47
Lebron James,36,0,18,3,0,Jump Shot,9,292
Lebron James,36,0,20,3,1,Layup,-7,57
Lebron James,36,0,18,4,0,Jump Shot,21,91
Lebron James,36,0,16,4,0,Layup,-10,70
Lebron James,36,0,17,4,1,Special Jump Shot,-41,56
Lebron James,36,0,19,4,1,Special Jump Shot,-122,136
Lebron James,36,0,17,4,1,Jump Shot,-62,266
Lebron James,36,0,17,4,1,Alleyoop,2,53
Lebron James,36,0,15,4,0,Jump Shot,136,135
Lebron James,37,0,5,1,1,Layup,-10,56
Lebron James,37,0,7,1,1,Layup,-19,50
Lebron James,37,0,6,1,1,Special Jump Shot,-56,111
Lebron James,37,0,4,1,1,Special Jump Shot,-114,70
Lebron James,37,0,6,1,1,Special Jump Shot,-86,110
Lebron James,37,0,0,1,0,Jump Shot,152,264
Lebron James,37,0,-2,1,0,Jump Shot,-54,206
Lebron James,37,0,-4,2,0,Jump Shot,-136,127
Lebron James,37,0,-9,2,0,Jump Shot,-87,220
Lebron James,37,0,-7,3,0,Jump Shot,-101,310
Lebron James,37,0,-6,3,0,Jump Shot,-41,61
Lebron James,37,0,-6,3,0,Layup,-8,59
Lebron James,37,0,-4,3,0,Jump Shot,18,181
Lebron James,37,0,-6,3,0,Alleyoop,-10,56
Lebron James,37,0,-4,3,1,Tip,1,50
Lebron James,37,0,-1,3,1,Layup,-8,53
Lebron James,37,0,1,4,1,Dunk,0,53
Lebron James,37,0,1,4,1,Dunk,1,50
Lebron James,37,0,-1,4,0,Jump Shot,81,203
Lebron James,37,0,0,4,1,Special Jump Shot,18,174
Lebron James,37,0,2,4,1,Jump Shot,124,210
Lebron James,37,0,0,4,0,Jump Shot,-75,322
Lebron James,37,0,0,4,0,Jump Shot,147,146
Lebron James,37,0,5,5,1,Layup,15,53
Lebron James,37,0,6,5,1,Layup,-7,53
Lebron James,38,0,-3,1,1,Alleyoop,-4,47
Lebron James,38,0,-2,1,0,Jump Shot,-106,247
Lebron James,38,0,1,1,1,Jump Shot,236,122
Lebron James,38,0,-1,1,0,Special Jump Shot,-155,102
Lebron James,38,0,-3,1,1,Dunk,-4,51
Lebron James,38,0,-5,1,0,Jump Shot,-127,264
Lebron James,38,0,-3,1,1,Special Jump Shot,-136,124
Lebron James,38,0,-10,2,1,Layup,21,50
Lebron James,38,0,-8,2,0,Layup,-5,53
Lebron James,38,0,-4,2,0,Layup,-4,54
Lebron James,38,0,-7,2,0,Special Jump Shot,-51,97
Lebron James,38,0,-7,3,0,Jump Shot,-19,236
Lebron James,38,0,-7,3,1,Layup,13,83
Lebron James,38,0,-2,3,1,Layup,6,53
Lebron James,38,0,-2,3,0,Jump Shot,231,65
Lebron James,38,0,-3,3,1,Special Jump Shot,43,78
Lebron James,38,0,0,4,1,Jump Shot,214,182
Lebron James,38,0,3,4,1,Jump Shot,206,201
Lebron James,38,0,0,4,0,Jump Shot,130,263
Lebron James,38,0,-3,4,1,Layup,21,56
Lebron James,38,0,-5,4,0,Jump Shot,-67,281
Lebron James,38,1,-2,1,1,Layup,0,57
Lebron James,38,1,1,1,0,Jump Shot,201,218
Lebron James,38,1,-3,1,1,Dunk,10,53
Lebron James,38,1,-5,1,0,Alleyoop,18,67
Lebron James,38,1,-7,1,1,Layup,13,62
Lebron James,38,1,-7,1,0,Special Jump Shot,-157,56
Lebron James,38,1,-13,1,1,Jump Shot,-155,188
Lebron James,38,1,-7,2,0,Jump Shot,61,113
Lebron James,38,1,-11,2,1,Dunk,4,53
Lebron James,38,1,-9,2,0,Layup,13,61
Lebron James,38,1,-11,2,1,Tip,6,59
Lebron James,38,1,-8,3,0,Jump Shot,192,215
Lebron James,38,1,-6,3,1,Jump Shot,-93,53
Lebron James,38,1,-6,3,1,Jump Shot,-81,188
Lebron James,38,1,-8,3,1,Special Jump Shot,-116,128
Lebron James,38,1,-6,3,0,Jump Shot,236,80
Lebron James,38,1,-4,3,0,Jump Shot,-100,431
Lebron James,38,1,-2,4,1,Layup,2,59
Lebron James,38,1,0,4,0,Dunk,7,53
Lebron James,39,1,-8,1,1,Layup,-7,67
Lebron James,39,1,-5,1,1,Jump Shot,-92,64
Lebron James,39,1,-9,2,1,Layup,0,62
Lebron James,39,1,-9,2,0,Special Jump Shot,-18,117
Lebron James,39,1,-13,2,1,Layup,-16,67
Lebron James,39,1,-11,2,0,Special Jump Shot,-141,78
Lebron James,39,1,-13,2,1,Layup,-5,62
Lebron James,39,1,-16,3,1,Jump Shot,168,237
Lebron James,39,1,-13,3,0,Special Jump Shot,160,80
Lebron James,39,1,-15,3,1,Dunk,9,64
Lebron James,39,1,-13,3,0,Special Jump Shot,-198,193
Lebron James,39,1,-7,4,1,Layup,23,56
Lebron James,39,1,-7,4,1,Jump Shot,189,220
Lebron James,39,1,-5,4,0,Jump Shot,-105,269
Lebron James,40,1,-5,1,1,Layup,7,50
Lebron James,40,1,-5,1,0,Jump Shot,114,209
Lebron James,40,1,-6,1,1,Layup,23,54
Lebron James,40,1,-8,1,0,Special Jump Shot,13,139
Lebron James,40,1,-6,1,0,Jump Shot,130,367
Lebron James,40,1,-1,2,0,Jump Shot,4,304
Lebron James,40,1,-3,2,1,Layup,13,56
Lebron James,40,1,-2,2,0,Special Jump Shot,-7,141
Lebron James,40,1,-4,2,1,Special Jump Shot,-103,113
Lebron James,40,1,-7,2,1,Jump Shot,133,267
Lebron James,40,1,-5,2,0,Jump Shot,155,193
Lebron James,40,1,-8,3,1,Layup,10,53
Lebron James,40,1,-4,3,0,Jump Shot,75,105
Lebron James,40,1,-6,3,1,Dunk,9,59
Lebron James,40,1,-13,3,1,Jump Shot,-190,53
Lebron James,42,0,-2,1,1,Layup,10,59
Lebron James,42,0,-2,1,0,Jump Shot,185,56
Lebron James,42,0,2,1,1,Layup,17,62
Lebron James,42,0,2,1,0,Jump Shot,-24,84
Lebron James,42,0,4,1,1,Layup,-2,53
Lebron James,42,0,7,1,1,Jump Shot,-62,294
Lebron James,42,0,7,1,0,Jump Shot,-73,288
Lebron James,42,0,14,2,1,Layup,10,67
Lebron James,42,0,11,2,1,Layup,17,59
Lebron James,42,0,4,3,1,Layup,-5,51
Lebron James,42,0,6,3,1,Layup,12,61
Lebron James,42,0,6,3,0,Jump Shot,125,225
Lebron James,42,0,9,3,1,Layup,-18,72
Lebron James,42,0,12,3,0,Jump Shot,36,267
Lebron James,42,0,9,4,0,Special Jump Shot,53,75
Lebron James,42,0,11,4,0,Jump Shot,189,229
Lebron James,42,0,13,4,1,Dunk,7,59
Lebron James,42,0,15,4,1,Special Jump Shot,118,182
Lebron James,42,0,16,4,1,Special Jump Shot,-108,103
Lebron James,42,0,16,4,1,Special Jump Shot,198,44
Lebron James,42,0,15,4,0,Special Jump Shot,-177,50
Lebron James,44,1,-3,1,1,Layup,17,64
Lebron James,44,1,-6,1,1,Special Jump Shot,9,119
Lebron James,44,1,-2,2,1,Special Jump Shot,119,122
Lebron James,44,1,-4,2,1,Alleyoop,4,54
Lebron James,44,1,-2,2,0,Layup,-2,51
Lebron James,44,1,-4,2,0,Jump Shot,135,264
Lebron James,44,1,-9,2,1,Alleyoop,9,54
Lebron James,44,1,-6,2,0,Jump Shot,-43,450
Lebron James,44,1,-6,3,0,Special Jump Shot,-138,70
Lebron James,44,1,-4,3,0,Special Jump Shot,100,110
Lebron James,44,1,-7,3,1,Dunk,7,51
Lebron James,44,1,-6,3,1,Layup,-23,80
Lebron James,44,1,-8,3,0,Jump Shot,-81,234
Lebron James,44,1,-5,3,0,Jump Shot,-196,188
Lebron James,44,1,-7,3,1,Jump Shot,168,176
Lebron James,44,1,-6,4,0,Layup,1,69
Lebron James,44,1,-12,4,1,Special Jump Shot,67,157
Lebron James,44,1,-10,4,0,Special Jump Shot,45,199
Lebron James,44,1,-6,4,0,Jump Shot,130,223
Lebron James,45,0,6,1,1,Dunk,0,72
Lebron James,45,0,4,1,1,Dunk,21,72
Lebron James,45,0,9,1,1,Layup,13,57
Lebron James,45,0,10,1,0,Jump Shot,84,292
Lebron James,45,0,10,1,0,Jump Shot,-123,207
Lebron James,45,0,12,2,1,Layup,15,84
Lebron James,45,0,8,2,0,Special Jump Shot,-21,67
Lebron James,45,0,10,2,1,Layup,21,67
Lebron James,45,0,9,2,0,Special Jump Shot,34,87
Lebron James,45,0,11,2,1,Jump Shot,-245,56
Lebron James,45,0,8,2,0,Special Jump Shot,119,326
Lebron James,45,0,10,3,1,Jump Shot,-120,278
Lebron James,45,0,5,3,0,Jump Shot,230,34
Lebron James,45,0,8,3,1,Alleyoop,13,65
Lebron James,45,0,12,3,1,Layup,26,69
Lebron James,45,0,16,3,0,Jump Shot,-16,92
Lebron James,45,0,14,3,0,Layup,-13,59
Lebron James,45,0,14,3,0,Jump Shot,23,326
Lebron James,45,0,5,4,1,Jump Shot,67,304
Lebron James,45,0,6,4,1,Layup,-10,64
Lebron James,45,0,1,1,0,Jump Shot,-198,51
Lebron James,45,0,2,1,1,Jump Shot,7,304
Lebron James,45,0,-8,1,0,Jump Shot,122,270
Lebron James,45,0,-12,1,0,Jump Shot,-108,250
Lebron James,45,0,-14,1,0,Jump Shot,-48,64
Lebron James,45,0,-10,2,1,Special Jump Shot,48,67
Lebron James,45,0,-2,2,1,Dunk,0,53
Lebron James,45,0,2,3,1,Layup,26,62
Lebron James,45,0,-3,3,0,Jump Shot,-183,225
Lebron James,45,0,-6,3,0,Jump Shot,62,297
Lebron James,45,0,-3,3,0,Special Jump Shot,135,171
Lebron James,45,0,-5,4,0,Jump Shot,-210,184
Lebron James,45,0,-5,4,0,Jump Shot,4,292
Lebron James,47,0,-2,1,0,Layup,13,62
Lebron James,47,0,-3,1,1,Layup,20,48
Lebron James,47,0,-1,2,1,Dunk,9,53
Lebron James,47,0,1,2,1,Layup,-15,53
Lebron James,47,0,1,2,1,Layup,-27,53
Lebron James,47,0,-3,2,0,Jump Shot,-112,190
Lebron James,47,0,-3,2,0,Layup,20,45
Lebron James,47,0,-2,3,1,Jump Shot,198,199
Lebron James,47,0,-2,3,0,Special Jump Shot,-62,294
Lebron James,47,0,-2,3,1,Special Jump Shot,-64,76
Lebron James,47,0,5,3,1,Dunk,-4,51
Lebron James,47,0,7,3,1,Dunk,4,51
Lebron James,47,0,0,3,0,Special Jump Shot,-163,62
Lebron James,47,0,-1,3,1,Jump Shot,-177,95
Lebron James,47,0,1,4,1,Jump Shot,-226,166
Lebron James,47,0,2,4,0,Jump Shot,78,187
Lebron James,47,0,4,4,0,Jump Shot,-35,59
Lebron James,47,0,4,4,0,Jump Shot,6,330
Lebron James,47,0,5,4,1,Special Jump Shot,-177,73
Lebron James,47,0,5,4,0,Jump Shot,119,272
Lebron James,47,0,7,4,1,Dunk,6,47
Lebron James,48,0,-1,1,1,Special Jump Shot,-62,81
Lebron James,48,0,-3,1,0,Jump Shot,141,278
Lebron James,48,0,2,1,1,Dunk,1,57
Lebron James,48,0,7,1,1,Special Jump Shot,2,144
Lebron James,48,0,7,1,0,Jump Shot,-24,76
Lebron James,48,0,7,1,0,Jump Shot,-149,65
Lebron James,48,0,8,1,1,Special Jump Shot,226,54
Lebron James,48,0,8,2,1,Layup,-8,59
Lebron James,48,0,14,2,0,Jump Shot,149,274
Lebron James,48,0,6,2,0,Special Jump Shot,1,158
Lebron James,48,0,9,2,1,Layup,-15,57
Lebron James,48,0,10,3,1,Special Jump Shot,236,47
Lebron James,48,0,13,3,1,Dunk,-2,57
Lebron James,48,0,13,3,1,Layup,10,65
Lebron James,48,0,16,3,0,Special Jump Shot,146,89
Lebron James,48,0,7,3,0,Jump Shot,-134,286
Lebron James,48,0,3,3,0,Layup,2,75
Lebron James,48,0,4,4,1,Layup,-13,65
Lebron James,48,0,8,4,1,Special Jump Shot,-46,117
Lebron James,48,0,7,4,1,Special Jump Shot,-133,158
Lebron James,48,0,5,4,0,Special Jump Shot,-152,86
Lebron James,48,0,5,4,0,Jump Shot,-48,94
Lebron James,48,0,5,4,0,Jump Shot,-60,87
Lebron James,48,0,1,4,0,Jump Shot,-171,296
Lebron James,48,0,2,4,1,Special Jump Shot,-149,251
Lebron James,48,0,1,4,1,Special Jump Shot,-188,250
Lebron James,48,0,-1,1,0,Jump Shot,143,251
Lebron James,48,0,2,1,1,Alleyoop,-4,50
Lebron James,48,0,-1,1,0,Special Jump Shot,-24,108
Lebron James,48,0,1,1,1,Dunk,9,50
Lebron James,48,0,3,1,1,Special Jump Shot,-68,87
Lebron James,48,0,4,1,1,Jump Shot,-134,198
Lebron James,48,0,6,1,1,Special Jump Shot,-35,91
Lebron James,48,0,0,2,1,Layup,17,54
Lebron James,48,0,7,2,1,Special Jump Shot,141,70
Lebron James,48,0,9,2,1,Special Jump Shot,-95,258
Lebron James,48,0,7,2,0,Special Jump Shot,106,76
Lebron James,48,0,4,3,1,Jump Shot,102,240
Lebron James,48,0,2,3,0,Special Jump Shot,37,267
Lebron James,48,0,-4,3,1,Dunk,-2,50
Lebron James,48,0,2,3,1,Special Jump Shot,-198,198
Lebron James,48,0,0,3,1,Jump Shot,135,269
Lebron James,48,0,0,4,1,Jump Shot,-123,258
Lebron James,48,0,3,4,1,Jump Shot,92,277
Lebron James,48,0,3,4,0,Jump Shot,95,297
Lebron James,48,0,5,4,1,Dunk,9,53
Lebron James,48,0,7,4,0,Jump Shot,-56,291
Lebron James,48,0,12,4,1,Layup,9,51
Lebron James,49,0,-2,1,1,Jump Shot,-164,149
Lebron James,49,0,0,1,1,Dunk,-11,57
Lebron James,49,0,2,1,1,Special Jump Shot,32,70
Lebron James,49,0,2,1,1,Jump Shot,179,108
Lebron James,49,0,4,1,1,Special Jump Shot,-51,48
Lebron James,49,0,4,1,0,Jump Shot,-86,311
Lebron James,49,0,4,1,1,Alleyoop,13,48
Lebron James,49,0,8,1,1,Dunk,6,50
Lebron James,49,0,17,1,1,Special Jump Shot,-16,179
Lebron James,49,0,15,1,0,Jump Shot,-198,188
Lebron James,49,0,10,2,1,Layup,-5,44
Lebron James,49,0,12,2,1,Special Jump Shot,0,132
Lebron James,49,0,7,2,0,Jump Shot,-120,269
Lebron James,49,0,7,3,1,Special Jump Shot,147,135
Lebron James,49,0,13,3,1,Layup,-10,50
Lebron James,49,0,15,3,1,Dunk,4,50
Lebron James,49,0,19,3,0,Special Jump Shot,155,106
Lebron James,49,0,22,3,1,Special Jump Shot,-120,259
Lebron James,49,0,22,3,0,Special Jump Shot,-179,223
Lebron James,49,0,11,3,0,Special Jump Shot,-133,143
Lebron James,49,0,16,4,0,Special Jump Shot,157,102
Lebron James,49,0,16,4,1,Dunk,9,56
Lebron James,51,1,-1,1,1,Layup,-24,62
Lebron James,51,1,-1,1,1,Layup,7,53
Lebron James,51,1,-4,1,1,Jump Shot,147,152
Lebron James,51,1,-5,1,1,Jump Shot,168,231
Lebron James,51,1,-5,1,0,Jump Shot,-81,217
Lebron James,51,1,-7,1,1,Layup,13,54
Lebron James,51,1,-12,2,1,Dunk,12,56
Lebron James,51,1,-8,2,0,Jump Shot,-131,195
Lebron James,51,1,-5,2,1,Layup,13,53
Lebron James,51,1,-4,3,0,Layup,-19,72
Lebron James,51,1,-6,3,1,Layup,-4,57
Lebron James,51,1,-11,3,1,Dunk,12,57
Lebron James,51,1,-17,3,1,Layup,6,57
Lebron James,51,1,-20,3,1,Layup,12,54
Lebron James,51,1,-23,3,0,Jump Shot,154,253
Lebron James,51,1,-21,4,0,Special Jump Shot,-160,72
Lebron James,51,1,-23,4,1,Special Jump Shot,17,138
Lebron James,51,1,-27,4,1,Layup,23,59
Lebron James,52,1,-2,1,1,Layup,12,53
Lebron James,52,1,-3,1,1,Layup,9,54
Lebron James,52,1,-2,1,0,Special Jump Shot,-134,59
Lebron James,52,1,-4,1,1,Layup,10,53
Lebron James,52,1,-5,1,0,Jump Shot,218,181
Lebron James,52,1,-7,1,1,Dunk,10,51
Lebron James,52,1,-9,3,0,Jump Shot,-108,275
Lebron James,52,1,-9,3,1,Layup,13,57
Lebron James,52,1,-12,3,1,Alleyoop,2,62
Lebron James,52,1,-15,3,1,Special Jump Shot,193,61
Lebron James,52,1,-20,3,1,Jump Shot,144,179
Lebron James,52,1,-20,3,0,Jump Shot,-138,65
Lebron James,53,1,0,1,1,Layup,10,53
Lebron James,53,1,5,1,0,Hook,47,106
Lebron James,53,1,4,1,1,Jump Shot,-187,199
Lebron James,53,1,3,1,0,Jump Shot,70,240
Lebron James,53,1,-1,1,1,Layup,-7,57
Lebron James,53,1,-1,1,0,Jump Shot,47,86
Lebron James,53,1,-3,1,1,Layup,21,67
Lebron James,53,1,-9,2,1,Jump Shot,-193,198
Lebron James,53,1,-11,2,1,Jump Shot,154,258
Lebron James,53,1,-7,2,0,Special Jump Shot,12,78
Lebron James,53,1,-9,2,1,Tip,1,59
Lebron James,53,1,-9,2,1,Special Jump Shot,-95,201
Lebron James,53,1,-7,2,0,Special Jump Shot,-106,92
Lebron James,53,1,-9,3,1,Jump Shot,-86,278
Lebron James,53,1,-10,3,1,Jump Shot,-229,98
Lebron James,53,1,-12,3,1,Special Jump Shot,-155,62
Lebron James,53,1,-12,3,0,Jump Shot,-187,103
Lebron James,53,1,-15,3,1,Jump Shot,-163,234
Lebron James,53,1,-20,3,1,Tip,2,54
Lebron James,53,1,-18,3,0,Layup,13,57
Lebron James,53,1,-16,3,1,Layup,17,59
Lebron James,53,1,-19,3,1,Layup,13,61
Lebron James,53,1,-21,3,1,Jump Shot,-187,233
Lebron James,53,1,-22,3,1,Jump Shot,-198,259
Lebron James,53,1,-21,4,1,Layup,17,56
Lebron James,53,1,-23,4,1,Special Jump Shot,-160,171
Lebron James,53,1,-20,4,0,Jump Shot,77,177
Lebron James,53,1,-21,4,1,Layup,-7,56
Lebron James,53,1,-18,4,0,Special Jump Shot,-89,192
Lebron James,53,1,-17,4,1,Layup,-19,59
Lebron James,53,1,-17,4,0,Jump Shot,-136,250
Lebron James,53,1,-15,4,0,Jump Shot,118,280
Lebron James,53,1,-16,4,1,Jump Shot,-82,87
Lebron James,54,0,-5,1,1,Layup,18,56
Lebron James,54,0,-6,1,1,Layup,1,67
Lebron James,54,0,-6,1,1,Alleyoop,17,50
Lebron James,54,0,-4,1,1,Dunk,3,54
Lebron James,54,0,-4,1,0,Special Jump Shot,133,263
Lebron James,54,0,-6,1,1,Layup,-13,65
Lebron James,54,0,-4,2,1,Layup,21,61
Lebron James,54,0,-1,2,1,Dunk,-2,51
Lebron James,54,0,-5,2,0,Special Jump Shot,-60,152
Lebron James,54,0,-2,2,1,Layup,-15,50
Lebron James,54,0,-6,3,0,Jump Shot,212,86
Lebron James,54,0,-11,3,0,Special Jump Shot,-21,110
Lebron James,54,0,-12,3,1,Layup,24,59
Lebron James,54,0,-14,3,0,Jump Shot,-193,204
Lebron James,54,0,-7,4,0,Special Jump Shot,122,237
Lebron James,54,0,-7,4,0,Special Jump Shot,84,89
Lebron James,54,0,-3,4,0,Special Jump Shot,-117,307
Lebron James,54,0,-3,1,0,Jump Shot,149,113
Lebron James,54,0,-4,1,1,Layup,-11,54
Lebron James,54,0,-6,1,0,Special Jump Shot,-136,127
Lebron James,54,0,-12,1,0,Jump Shot,-136,94
Lebron James,54,0,-12,1,0,Layup,18,56
Lebron James,54,0,-13,1,0,Layup,-27,48
Lebron James,54,0,-12,2,1,Special Jump Shot,1,103
Lebron James,54,0,-12,2,1,Layup,21,53
Lebron James,54,0,-13,2,0,Jump Shot,-139,149
Lebron James,54,0,-14,2,0,Jump Shot,-120,163
Lebron James,54,0,-14,2,0,Jump Shot,135,264
Lebron James,54,0,-8,3,1,Jump Shot,-114,162
Lebron James,54,0,-8,3,0,Jump Shot,129,269
Lebron James,54,0,-6,3,1,Tip,-7,53
Lebron James,54,0,-5,3,0,Jump Shot,-147,261
Lebron James,54,0,-12,4,0,Jump Shot,-138,51
Lebron James,54,0,-13,4,0,Jump Shot,157,116
Lebron James,54,0,-12,4,1,Layup,6,67
Lebron James,56,0,-2,1,0,Jump Shot,-38,251
Lebron James,56,0,-2,1,0,Jump Shot,119,225
Lebron James,56,0,0,1,1,Layup,24,65
Lebron James,56,0,0,1,0,Layup,-37,64
Lebron James,56,0,1,1,0,Jump Shot,-123,228
Lebron James,56,0,-6,2,0,Jump Shot,-32,136
Lebron James,56,0,-1,2,1,Alleyoop,-19,50
Lebron James,56,0,6,3,0,Special Jump Shot,-144,70
Lebron James,56,0,7,3,0,Jump Shot,-90,244
Lebron James,56,0,12,3,1,Dunk,29,56
Lebron James,56,0,11,3,1,Jump Shot,174,259
Lebron James,56,0,10,3,1,Jump Shot,-131,76
Lebron James,56,0,8,3,0,Layup,1,69
Lebron James,56,0,12,4,1,Dunk,-3,49
Lebron James,56,0,-1,4,0,Jump Shot,-204,113
Lebron James,56,0,0,4,0,Jump Shot,193,245
Lebron James,56,0,0,4,0,Layup,-19,53
Lebron James,56,0,0,4,1,Layup,-27,47
Lebron James,56,0,0,4,0,Layup,27,64
Lebron James,56,0,-3,5,0,Jump Shot,190,225
Lebron James,56,0,-7,5,1,Layup,-18,62
Lebron James,56,0,-7,5,0,Jump Shot,-2,117
Lebron James,56,1,-5,1,1,Jump Shot,234,78
Lebron James,56,1,-9,1,1,Jump Shot,-226,91
Lebron James,56,1,-10,1,1,Jump Shot,-237,106
Lebron James,56,1,-4,2,1,Special Jump Shot,31,62
Lebron James,56,1,-4,2,0,Layup,18,59
Lebron James,56,1,-4,2,0,Layup,7,73
Lebron James,56,1,-6,2,1,Tip,7,54
Lebron James,56,1,-5,2,1,Layup,-10,57
Lebron James,56,1,-7,2,1,Dunk,4,57
Lebron James,56,1,-9,2,1,Special Jump Shot,-71,87
Lebron James,56,1,-8,3,0,Jump Shot,168,244
Lebron James,56,1,-6,3,0,Hook,59,87
Lebron James,56,1,-1,3,0,Special Jump Shot,20,65
Lebron James,56,1,-2,3,1,Tip,-2,54
Lebron James,56,1,-9,4,1,Layup,4,53
Lebron James,58,1,-7,1,1,Layup,18,59
Lebron James,58,1,-5,1,0,Hook,-57,94
Lebron James,58,1,6,2,0,Special Jump Shot,-141,75
Lebron James,58,1,8,2,0,Jump Shot,97,209
Lebron James,58,1,0,2,1,Dunk,7,51
Lebron James,58,1,3,3,1,Special Jump Shot,10,173
Lebron James,58,1,3,3,1,Jump Shot,-198,192
Lebron James,58,1,1,3,0,Jump Shot,-199,193
Lebron James,58,1,0,3,1,Special Jump Shot,-27,73
Lebron James,58,1,4,3,0,Jump Shot,182,228
Lebron James,58,1,2,3,1,Jump Shot,-175,151
Lebron James,58,1,2,3,0,Jump Shot,-127,292
Lebron James,59,1,-1,1,1,Dunk,1,51
Lebron James,59,1,-3,1,1,Layup,6,59
Lebron James,59,1,-5,1,1,Layup,9,50
Lebron James,59,1,-9,1,1,Jump Shot,-141,147
