player,game_id,is_home,margin,period,shot_made,shot_type,x,y
Lebron James,59,1,-9,1,1,Layup,6,54
Lebron James,59,1,-12,2,0,Special Jump Shot,-65,72
Lebron James,59,1,-14,2,1,Special Jump Shot,43,72
Lebron James,59,1,-5,2,0,Special Jump Shot,-57,100
Lebron James,59,1,5,2,0,Jump Shot,-103,275
Lebron James,59,1,10,3,0,Jump Shot,-70,84
Lebron James,59,1,13,3,0,Layup,10,65
Lebron James,59,1,12,3,0,Jump Shot,141,264
Lebron James,59,1,12,3,1,Layup,-13,59
Lebron James,59,1,8,4,0,Layup,4,62
Lebron James,59,1,8,4,1,Layup,15,64
Lebron James,59,1,4,4,0,Jump Shot,-158,240
Lebron James,59,1,5,4,0,Jump Shot,-224,54
Lebron James,60,1,-4,1,1,Dunk,7,54
Lebron James,60,1,-5,1,1,Jump Shot,-130,258
Lebron James,60,1,-2,1,1,Dunk,6,57
Lebron James,60,1,-2,1,0,Jump Shot,-122,152
Lebron James,60,1,-4,1,1,Dunk,10,54
Lebron James,60,1,-7,2,0,Jump Shot,-168,229
Lebron James,60,1,-9,2,1,Jump Shot,155,168
Lebron James,60,1,-9,2,0,Special Jump Shot,-108,188
Lebron James,60,1,-7,2,1,Dunk,12,54
Lebron James,60,1,-3,2,0,Jump Shot,73,447
Lebron James,60,1,-1,3,1,Layup,1,65
Lebron James,60,1,-3,3,0,Jump Shot,-157,190
Lebron James,60,1,-3,3,0,Layup,-29,62
Lebron James,60,1,2,3,1,Special Jump Shot,-78,50
Lebron James,60,1,1,4,0,Special Jump Shot,29,75
Lebron James,60,1,1,4,0,Layup,15,57
Lebron James,60,1,-6,4,0,Jump Shot,-37,84
Lebron James,60,0,6,1,1,Jump Shot,-224,162
Lebron James,60,0,5,1,1,Special Jump Shot,-123,83
Lebron James,60,0,7,1,1,Special Jump Shot,-114,92
Lebron James,60,0,10,1,1,Jump Shot,192,214
Lebron James,60,0,11,1,1,Jump Shot,-239,42
Lebron James,60,0,14,1,1,Jump Shot,-166,240
Lebron James,60,0,12,1,0,Jump Shot,147,322
Lebron James,60,0,11,1,1,Layup,4,47
Lebron James,60,0,7,1,1,Dunk,7,54
Lebron James,60,0,10,1,1,Jump Shot,-142,263
Lebron James,60,0,12,1,1,Special Jump Shot,-133,152
Lebron James,60,0,10,2,0,Layup,4,61
Lebron James,60,0,8,2,0,Jump Shot,67,234
Lebron James,60,0,0,2,1,Layup,1,51
Lebron James,60,0,1,2,0,Jump Shot,147,258
Lebron James,60,0,2,2,1,Jump Shot,-237,44
Lebron James,60,0,-2,3,1,Layup,7,53
Lebron James,60,0,1,3,1,Layup,-10,61
Lebron James,60,0,3,4,0,Layup,6,61
Lebron James,62,1,0,1,0,Jump Shot,176,76
Lebron James,62,1,1,1,1,Layup,2,56
Lebron James,62,1,5,2,0,Jump Shot,86,289
Lebron James,62,1,3,2,1,Dunk,10,56
Lebron James,62,1,-2,2,1,Special Jump Shot,-100,75
Lebron James,62,1,1,3,0,Jump Shot,-171,136
Lebron James,62,1,3,3,0,Jump Shot,-111,201
Lebron James,62,1,7,3,0,Jump Shot,-217,165
Lebron James,62,1,5,3,1,Jump Shot,-171,59
Lebron James,62,1,2,3,0,Layup,-10,62
Lebron James,62,1,-2,4,1,Jump Shot,6,70
Lebron James,62,1,0,4,0,Hook,47,86
Lebron James,62,1,2,4,1,Layup,4,64
Lebron James,62,1,-4,4,1,Jump Shot,-15,255
Lebron James,62,0,2,1,1,Special Jump Shot,-141,57
Lebron James,62,0,8,1,0,Jump Shot,-141,168
Lebron James,62,0,-2,1,1,Alleyoop,-30,48
Lebron James,62,0,-2,1,1,Layup,-10,73
Lebron James,62,0,-6,2,1,Alleyoop,21,54
Lebron James,62,0,-2,2,1,Special Jump Shot,-187,69
Lebron James,62,0,-3,3,0,Jump Shot,144,250
Lebron James,62,0,-2,3,1,Jump Shot,-152,253
Lebron James,62,0,-5,3,1,Layup,-16,57
Lebron James,62,0,-6,3,0,Jump Shot,-48,292
Lebron James,62,0,-6,3,0,Jump Shot,-144,166
Lebron James,62,0,-6,4,0,Jump Shot,17,177
Lebron James,62,0,-7,4,1,Layup,-8,56
Lebron James,62,0,-7,4,0,Jump Shot,144,111
Lebron James,62,0,-14,4,0,Jump Shot,-73,149
Lebron James,62,0,-11,4,1,Jump Shot,-196,204
Lebron James,62,0,-11,4,1,Layup,-19,57
Lebron James,63,1,0,1,0,Jump Shot,212,65
Lebron James,63,1,0,1,0,Jump Shot,133,181
Lebron James,63,1,1,1,1,Alleyoop,4,54
Lebron James,63,1,1,1,0,Layup,21,53
Lebron James,63,1,-1,1,1,Dunk,0,51
Lebron James,63,1,-5,1,1,Special Jump Shot,-125,128
Lebron James,63,1,-4,1,0,Jump Shot,-76,61
Lebron James,63,1,-2,1,0,Jump Shot,13,242
Lebron James,63,1,-2,1,0,Tip,0,57
Lebron James,63,1,-4,1,1,Dunk,17,57
Lebron James,63,1,-1,1,0,Jump Shot,-82,228
Lebron James,63,1,2,1,0,Jump Shot,94,190
Lebron James,63,1,3,2,1,Alleyoop,1,57
Lebron James,63,1,1,2,1,Alleyoop,7,47
Lebron James,63,1,-1,2,1,Layup,18,56
Lebron James,63,1,-6,3,1,Tip,9,51
Lebron James,63,1,-10,3,1,Jump Shot,-198,133
Lebron James,63,1,-10,3,0,Jump Shot,67,291
Lebron James,63,1,-10,3,1,Jump Shot,-64,98
Lebron James,63,1,-10,3,1,Layup,13,57
Lebron James,63,1,-11,3,0,Special Jump Shot,-82,100
Lebron James,63,1,-10,4,1,Layup,-7,62
Lebron James,63,1,-2,4,1,Layup,-4,62
Lebron James,63,0,2,1,1,Jump Shot,-70,86
Lebron James,63,0,1,1,0,Jump Shot,108,210
Lebron James,63,0,-4,1,1,Dunk,18,50
Lebron James,63,0,-9,1,0,Jump Shot,-232,36
Lebron James,63,0,-7,1,1,Layup,18,40
Lebron James,63,0,-9,2,0,Jump Shot,31,57
Lebron James,63,0,-8,2,1,Layup,-8,50
Lebron James,63,0,1,2,1,Layup,4,59
Lebron James,63,0,-1,3,0,Jump Shot,138,122
Lebron James,63,0,1,3,1,Layup,-11,50
Lebron James,63,0,-3,3,1,Jump Shot,-149,89
Lebron James,63,0,-3,3,1,Jump Shot,-153,181
Lebron James,63,0,-3,3,1,Jump Shot,113,274
Lebron James,63,0,5,3,0,Jump Shot,-198,199
Lebron James,63,0,7,4,1,Special Jump Shot,-7,108
Lebron James,63,0,5,4,0,Jump Shot,-201,239
Lebron James,63,0,0,4,1,Special Jump Shot,-155,267
Lebron James,63,0,3,4,0,Layup,21,57
Lebron James,63,0,-1,4,0,Jump Shot,-191,253
Lebron James,64,0,0,1,1,Jump Shot,94,190
Lebron James,64,0,1,1,0,Special Jump Shot,-169,57
Lebron James,64,0,5,1,0,Jump Shot,-19,315
Lebron James,64,0,8,2,0,Jump Shot,116,119
Lebron James,64,0,6,2,1,Layup,2,48
Lebron James,64,0,11,2,0,Layup,0,56
Lebron James,64,0,11,2,0,Layup,1,62
Lebron James,64,0,13,2,1,Layup,-7,47
Lebron James,64,0,15,2,1,Layup,0,42
Lebron James,64,0,15,2,0,Jump Shot,-76,296
Lebron James,64,0,19,3,1,Jump Shot,-60,311
Lebron James,64,0,27,3,1,Layup,10,53
Lebron James,64,0,32,3,1,Jump Shot,-68,220
Lebron James,66,0,5,1,1,Dunk,1,44
Lebron James,66,0,5,1,1,Dunk,1,39
Lebron James,66,0,17,3,0,Jump Shot,91,291
Lebron James,66,0,18,3,0,Layup,-2,50
Lebron James,66,0,18,3,0,Jump Shot,-149,45
Lebron James,66,0,16,3,1,Dunk,-5,45
Lebron James,66,0,19,3,1,Jump Shot,230,78
Lebron James,66,0,19,3,0,Jump Shot,86,289
Lebron James,66,0,21,3,1,Layup,-5,50
Lebron James,66,1,1,1,1,Alleyoop,29,57
Lebron James,66,1,0,1,0,Jump Shot,146,259
Lebron James,66,1,1,1,1,Jump Shot,-217,184
Lebron James,66,1,-1,1,1,Layup,-11,72
Lebron James,66,1,-1,1,1,Dunk,12,56
Lebron James,66,1,-1,1,0,Jump Shot,-187,409
Lebron James,66,1,5,2,1,Layup,7,53
Lebron James,66,1,2,2,1,Layup,-2,50
Lebron James,66,1,0,2,1,Dunk,9,67
Lebron James,66,1,-10,3,1,Layup,-2,65
Lebron James,66,1,-8,3,0,Layup,-10,69
Lebron James,66,1,-8,3,0,Jump Shot,157,256
Lebron James,66,1,-14,3,1,Dunk,6,54
Lebron James,66,1,-12,3,0,Jump Shot,-229,45
Lebron James,66,1,-8,3,1,Layup,36,62
Lebron James,66,1,-9,3,0,Jump Shot,-138,258
Lebron James,66,1,-5,4,0,Layup,10,65
Lebron James,66,1,-7,4,0,Jump Shot,-106,215
Lebron James,66,1,-11,4,1,Layup,-10,57
Lebron James,66,1,-12,4,0,Special Jump Shot,-139,195
Lebron James,76,1,0,1,0,Special Jump Shot,-152,67
Lebron James,76,1,-3,1,1,Layup,-29,65
Lebron James,76,1,-11,1,1,Layup,-5,53
Lebron James,76,1,-14,1,1,Dunk,7,50
Lebron James,76,1,-16,2,0,Jump Shot,-89,199
Lebron James,76,1,-16,2,0,Jump Shot,-191,203
Lebron James,76,1,-18,2,1,Dunk,0,53
Lebron James,76,1,-18,2,1,Dunk,4,54
Lebron James,76,1,-19,3,0,Jump Shot,185,218
Lebron James,76,1,-16,3,0,Special Jump Shot,190,67
Lebron James,76,1,-19,3,1,Special Jump Shot,125,105
Lebron James,76,1,-20,3,1,Jump Shot,-139,283
Lebron James,76,1,-4,1,1,Jump Shot,4,84
Lebron James,76,1,-3,1,0,Jump Shot,138,198
Lebron James,76,1,-4,1,1,Jump Shot,-60,289
Lebron James,76,1,-4,1,0,Jump Shot,83,182
Lebron James,76,1,-6,1,1,Layup,4,53
Lebron James,76,1,-4,2,1,Special Jump Shot,40,67
Lebron James,76,1,-10,2,0,Jump Shot,165,242
Lebron James,76,1,0,2,0,Jump Shot,-59,95
Lebron James,76,1,6,3,0,Jump Shot,-51,253
Lebron James,76,1,4,3,1,Jump Shot,-201,133
Lebron James,76,1,3,3,0,Jump Shot,-142,220
Lebron James,76,1,7,3,1,Jump Shot,-45,89
Lebron James,76,1,4,3,1,Special Jump Shot,-37,75
Lebron James,76,1,4,3,0,Special Jump Shot,-2,171
Lebron James,76,1,4,3,1,Jump Shot,4,86
Lebron James,76,1,2,3,1,Jump Shot,-111,278
Lebron James,76,1,2,3,0,Jump Shot,-133,259
Lebron James,76,1,5,4,0,Jump Shot,195,138
Lebron James,76,1,4,4,0,Jump Shot,-201,133
Lebron James,76,1,1,4,1,Layup,-15,57
Lebron James,76,1,-1,5,1,Layup,17,50
Lebron James,76,1,-2,6,1,Layup,-13,56
Lebron James,76,1,8,1,0,Jump Shot,-92,247
Lebron James,76,1,8,1,0,Layup,-7,62
Lebron James,76,1,6,1,1,Layup,15,65
Lebron James,76,1,4,1,1,Layup,0,56
Lebron James,76,1,8,1,0,Jump Shot,-172,233
Lebron James,76,1,6,1,1,Layup,9,57
Lebron James,76,1,1,1,1,Dunk,6,59
Lebron James,76,1,-7,2,1,Layup,12,61
Lebron James,76,1,-1,2,1,Dunk,0,45
Lebron James,76,1,2,2,1,Jump Shot,201,206
Lebron James,76,1,2,3,0,Jump Shot,-174,154
Lebron James,76,1,1,3,0,Jump Shot,-171,218
Lebron James,76,1,-2,3,0,Special Jump Shot,89,193
Lebron James,76,1,-4,3,1,Dunk,4,56
Lebron James,76,1,-8,3,1,Layup,9,56
Lebron James,76,1,-13,4,1,Jump Shot,239,86
Lebron James,76,1,-12,4,1,Layup,-11,65
Lebron James,76,1,-11,4,0,Jump Shot,165,256
Lebron James,76,1,-14,4,1,Jump Shot,140,267
Lebron James,76,1,-7,4,0,Special Jump Shot,176,86
Lebron James,76,1,-9,4,1,Layup,12,59
Lebron James,76,1,-11,4,0,Jump Shot,80,289
Lebron James,76,1,0,1,0,Jump Shot,-142,258
Lebron James,76,1,4,1,0,Jump Shot,159,244
Lebron James,76,1,5,1,1,Layup,15,61
Lebron James,76,1,5,1,1,Layup,4,56
Lebron James,76,1,4,2,1,Layup,-10,56
Lebron James,76,1,1,2,0,Layup,-27,59
Lebron James,76,1,5,3,1,Layup,2,64
Lebron James,76,1,5,3,0,Layup,26,62
Lebron James,76,1,7,3,0,Jump Shot,20,103
Lebron James,76,1,-1,3,0,Jump Shot,-232,102
Lebron James,76,1,-1,3,1,Special Jump Shot,-87,94
Lebron James,76,1,-3,3,1,Layup,-8,50
Lebron James,76,1,-1,4,1,Jump Shot,155,70
Lebron James,76,1,-1,4,1,Dunk,6,59
Lebron James,76,1,2,4,1,Layup,-11,51
Lebron James,76,1,1,4,0,Dunk,-11,51
Lebron James,76,0,-1,1,0,Special Jump Shot,-64,231
Lebron James,76,0,1,1,1,Jump Shot,214,192
Lebron James,76,0,6,1,1,Tip,-8,57
Lebron James,76,0,4,1,0,Jump Shot,113,158
Lebron James,76,0,4,1,1,Layup,-7,59
Lebron James,76,0,4,1,1,Layup,-7,51
Lebron James,76,0,7,2,1,Dunk,-2,51
Lebron James,76,0,6,2,0,Special Jump Shot,124,44
Lebron James,76,0,8,2,1,Special Jump Shot,-130,91
Lebron James,76,0,7,2,1,Dunk,4,51
Lebron James,76,0,4,3,1,Jump Shot,-24,316
Lebron James,76,0,6,3,1,Jump Shot,-133,266
Lebron James,76,0,6,3,0,Special Jump Shot,103,291
Lebron James,76,0,8,3,1,Jump Shot,-152,195
Lebron James,76,0,6,3,0,Jump Shot,42,299
Lebron James,76,0,7,3,1,Dunk,0,44
Lebron James,76,0,5,3,0,Special Jump Shot,-133,56
Lebron James,76,0,5,3,1,Jump Shot,-169,157
Lebron James,76,0,-2,4,0,Special Jump Shot,-130,212
Lebron James,76,0,0,4,1,Layup,6,50
Lebron James,76,0,-2,4,1,Jump Shot,-152,47
Lebron James,76,0,-10,4,0,Jump Shot,138,223
Lebron James,42,1,-4,1,1,Jump Shot,187,127
Lebron James,42,1,-6,1,0,Jump Shot,159,247
Lebron James,42,1,-18,1,0,Hook,-64,75
Lebron James,42,1,-10,1,1,Layup,-5,59
Lebron James,42,1,-5,2,0,Layup,0,61
Lebron James,42,1,-6,2,1,Layup,17,62
Lebron James,42,1,0,2,1,Layup,-8,54
Lebron James,42,1,3,2,1,Jump Shot,10,86
Lebron James,42,1,5,2,0,Jump Shot,198,206
Lebron James,42,1,10,3,1,Special Jump Shot,179,51
Lebron James,42,1,10,3,0,Jump Shot,-194,196
Lebron James,42,1,12,3,1,Special Jump Shot,67,162
Lebron James,42,1,10,3,1,Layup,20,53
Lebron James,42,1,11,3,1,Special Jump Shot,-179,28
Lebron James,42,1,11,3,1,Jump Shot,-169,169
Lebron James,42,1,14,3,0,Jump Shot,-153,245
Lebron James,42,1,21,4,0,Special Jump Shot,23,165
Lebron James,42,1,18,4,1,Jump Shot,-153,250
Lebron James,42,1,19,4,1,Layup,15,64
Lebron James,42,1,19,4,0,Special Jump Shot,-98,70
Lebron James,151,0,4,1,1,Layup,7,51
Lebron James,151,0,-6,1,0,Jump Shot,187,125
Lebron James,151,0,-6,1,0,Special Jump Shot,26,72
Lebron James,151,0,-5,1,1,Jump Shot,236,114
Lebron James,151,0,-5,1,1,Special Jump Shot,-86,89
Lebron James,151,0,-5,1,0,Jump Shot,-40,412
Lebron James,151,0,1,2,1,Layup,-15,54
Lebron James,151,0,7,2,1,Special Jump Shot,160,89
Lebron James,151,0,5,2,0,Jump Shot,-230,79
Lebron James,151,0,0,2,0,Jump Shot,-54,285
Lebron James,151,0,0,2,0,Special Jump Shot,-185,48
Lebron James,151,0,-3,3,0,Jump Shot,184,162
Lebron James,151,0,-5,3,1,Special Jump Shot,-155,48
Lebron James,151,0,-9,3,0,Jump Shot,-177,236
Lebron James,151,0,-7,3,1,Special Jump Shot,26,89
Lebron James,151,0,-7,3,0,Special Jump Shot,34,92
Lebron James,151,0,-11,4,0,Jump Shot,-54,185
Lebron James,151,0,-9,4,1,Jump Shot,-213,207
Lebron James,151,0,-10,4,0,Jump Shot,21,76
Lebron James,151,0,-8,4,1,Tip,7,51
Lebron James,151,0,-12,4,1,Jump Shot,-164,269
